N,P,K,temperature,humidity,ph,rainfall,label
21,53,25,27.505138,57.307192,5.977679,171.026459,pigeonpeas
90,54,18,21.726856,62.62692,7.130699,92.638709,maize
22,16,9,22.296443,91.66144,7.243397,117.343996,orange
17,13,50,26.103731,86.664524,6.573649,93.390119,pomegranate
18,14,10,21.675675,86.811766,7.086013,131.467332,orange
19,73,8,25.393963,61.468485,7.561324,52.230873,lentil
93,12,46,25.409704,83.54608,6.413599,54.339651,watermelon
21,29,30,29.09056,82.894003,6.762851,50.761898,mungbean
24,14,22,33.968236,97.149913,5.693198,197.725782,coconut
16,51,10,24.399285,88.956722,6.902808,48.426046,mungbean
23,10,42,24.950886,97.874659,5.402091,160.52528,coconut
16,49,9,29.306298,50.410798,7.669378,43.25385,mothbeans
18,47,18,30.433668,54.818497,6.607347,69.904407,mothbeans
53,67,54,37.493777,98.940029,6.876414,126.228387,papaya
20,20,30,27.582544,94.459254,5.221047,224.452372,coconut
87,53,34,25.804191,76.692596,6.634743,301.713669,rice
86,54,22,25.266687,74.554365,6.852864,97.974198,maize
101,17,56,25.646209,81.188245,6.255031,31.209813,watermelon
20,130,210,20.992653,80.57034,6.281204,65.501838,grapes
105,14,22,21.325238,59.952191,6.896195,166.080624,coffee
21,18,34,24.294985,92.854182,5.98696,114.628512,pomegranate
15,25,51,22.541877,90.15394,7.01533,128.89597,pomegranate
38,61,96,18.548228,17.369614,7.520594,81.654037,chickpea
90,57,18,26.326815,66.38934,6.165166,72.731947,maize
18,27,31,29.224268,54.538228,5.834205,69.264375,mango
12,22,28,24.145293,88.728862,6.851267,80.351033,pomegranate
19,39,19,25.12299,81.51981,6.968364,55.037905,mungbean
121,48,21,24.579851,79.840408,7.504513,60.310092,cotton
18,53,20,25.413764,86.657179,7.578489,53.929865,mungbean
82,48,22,20.298316,66.554887,5.734514,82.775479,maize
21,65,23,19.011772,21.348828,5.916368,89.967188,kidneybeans
20,59,16,24.430831,54.866893,4.957741,172.071807,pigeonpeas
83,42,44,23.462915,89.260598,6.83791,159.499426,jute
108,25,29,23.954811,55.609619,6.906486,146.458833,coffee
114,44,20,21.043023,76.265652,6.186022,66.155347,cotton
82,44,41,23.723277,80.164072,6.232604,155.2344,jute
123,39,16,18.682327,78.629384,6.464865,81.188044,cotton
22,37,21,24.24355,53.981609,7.659107,41.521073,mothbeans
84,16,47,28.774801,86.699986,6.566344,59.369912,watermelon
96,78,44,29.857713,82.244312,6.000251,121.17142,banana
24,72,26,24.315745,40.805055,5.740412,159.055689,pigeonpeas
80,55,5,27.820937,64.083283,6.743273,64.201881,maize
20,118,206,28.260778,84.654391,5.981919,76.137114,grapes
21,29,32,34.452861,51.616258,5.645591,81.263674,mango
80,66,38,24.152321,82.161153,5.932529,270.284684,rice
20,132,190,18.810838,91.659845,6.030194,134.991689,apple
93,59,51,25.848787,77.198658,5.700405,139.897228,banana
117,31,25,27.473685,56.185454,6.492997,105.400829,coffee
19,49,16,30.543436,46.64296,7.095024,62.818911,mothbeans
26,153,202,19.455539,91.070156,6.055978,114.497752,apple
18,51,23,26.822215,86.271354,5.892029,63.41945,mungbean
130,45,20,24.748822,96.032875,7.437774,90.516968,cotton
15,14,32,25.692867,95.591457,5.89643,171.323143,coconut
100,78,54,26.094943,77.955291,5.688802,132.061383,banana
118,48,10,23.556971,82.91705,6.834835,70.49317,cotton
25,134,215,21.547035,90.560821,6.226238,80.540501,apple
18,10,42,24.521,89.875732,7.372292,124.196671,pomegranate
90,29,33,26.960216,58.548358,6.703719,170.288687,coffee
33,62,85,20.80625,18.539256,7.590038,88.742674,chickpea
16,14,0,21.619556,92.172503,7.225469,104.626442,orange
40,83,24,32.987083,68.346767,7.367004,59.312423,blackgram
108,47,15,25.955277,80.802335,6.450191,81.216869,cotton
39,55,88,17.430817,14.569243,7.380228,98.22956,chickpea
69,50,38,24.771001,84.19295,6.370868,210.596188,rice
90,54,43,25.207298,81.695604,7.17482,205.589491,jute
66,70,43,33.740028,95.414577,7.013464,151.846725,papaya
18,70,18,26.813226,45.824007,5.194212,155.431864,pigeonpeas
104,32,32,26.605525,75.105199,6.769526,182.408435,coffee
101,12,54,24.373576,83.801521,6.595093,52.030782,watermelon
36,64,71,19.145341,21.874035,7.429232,77.214697,chickpea
87,39,39,18.838099,78.202449,6.298973,198.566505,rice
20,20,11,21.672303,83.198319,6.905075,130.55918,orange
43,75,18,28.500356,56.647278,7.227749,73.086674,blackgram
115,72,59,28.110676,73.162929,6.154132,102.646654,banana
100,23,37,24.398226,88.39073,6.634127,52.803051,watermelon
22,55,27,26.33976,47.729998,5.548906,143.239223,pigeonpeas
112,44,20,24.806127,80.025373,6.667423,50.54962,cotton
69,49,34,23.278685,75.404734,6.668837,198.592541,jute
115,33,24,25.320037,59.108527,6.841653,181.908224,coffee
18,54,10,29.818902,82.784206,6.822938,46.522476,mungbean
86,78,50,23.728462,85.954658,5.956951,112.627057,banana
21,54,22,27.577661,89.026259,6.142202,59.538916,mungbean
76,60,46,24.593839,83.678045,6.542705,175.848922,jute
21,135,210,22.785606,78.472157,5.322914,77.200954,grapes
19,31,36,32.029569,44.419622,5.027174,68.64697,mango
87,19,68,30.823633,98.756117,6.587336,32.743456,muskmelon
18,128,208,24.737099,91.945716,6.173886,91.460909,apple
133,46,16,24.800327,82.187295,6.932458,82.680727,cotton
95,21,55,28.356285,81.137507,6.362723,58.589817,watermelon
105,32,32,25.902654,63.081584,5.83249,161.777209,coffee
18,67,17,26.440632,67.81256,6.988233,33.290483,lentil
19,15,3,24.520665,81.430698,8.085927,140.037583,orange
86,57,23,19.742488,78.267452,5.841462,91.052709,maize
45,52,46,38.054587,90.802973,7.062748,135.481435,papaya
17,19,43,19.201168,94.188237,7.063675,84.403003,pomegranate
59,48,53,36.662473,95.435391,7.033178,154.753898,papaya
17,27,34,32.796182,41.654994,6.564642,85.382526,mango
19,67,14,24.409491,57.901392,7.456389,32.440297,lentil
55,62,40,33.419368,99.9,6.744489,136.453488,papaya
110,55,21,25.430392,75.605631,5.718471,72.153435,cotton
21,64,18,24.466863,69.399947,7.136298,43.798863,lentil
122,35,25,16.849578,84.270277,7.273725,73.513982,cotton
17,11,36,19.642978,93.437059,6.558415,81.28818,pomegranate
24,16,24,25.863489,93.246098,5.085703,150.913364,coconut
73,39,13,25.502067,61.45839,6.438602,84.061588,maize
77,44,44,24.366395,80.856135,6.863732,203.5681,rice
66,49,48,24.977789,81.156903,7.173158,136.388627,jute
23,55,20,28.658149,60.145908,6.989736,60.040176,mothbeans
17,32,34,33.151647,50.253146,5.23379,109.668084,mango
26,138,206,22.961228,79.375611,6.407702,62.540243,grapes
123,55,13,23.950068,74.759878,6.879623,76.607371,cotton
11,21,27,24.736505,97.6232,5.790553,206.404144,coconut
61,37,23,23.027164,63.728133,6.307374,91.951634,maize
101,18,53,27.193765,88.608341,7.501269,21.128125,muskmelon
102,8,44,26.983568,90.914944,6.725164,24.140441,muskmelon
24,16,12,25.539736,89.934337,7.444271,115.507925,orange
24,55,19,28.686247,51.934545,7.442633,48.996474,mothbeans
21,52,24,29.14868,83.869098,7.035866,35.424825,mungbean
118,60,26,26.171909,84.078435,7.17978,97.381323,cotton
21,12,8,19.749629,91.720842,6.877876,115.983995,orange
18,26,34,33.755713,53.622924,5.840689,117.470177,mango
84,58,45,26.929774,79.23061,6.748928,241.50026,rice
87,52,18,24.529247,42.411659,6.759506,50.205724,maize
22,67,12,26.895191,59.224633,6.298757,147.75992,pigeonpeas
21,33,25,33.476301,47.026502,6.111038,73.118624,mango
40,70,92,19.381506,24.805049,7.526204,54.588559,chickpea
88,26,28,28.809925,64.448957,7.259008,179.499341,coffee
23,13,4,22.65994,91.109999,6.663082,108.403017,orange
16,22,22,29.428059,33.099819,6.017833,125.812908,mango
23,130,188,19.360878,79.943645,6.259062,88.842962,grapes
71,44,41,25.163318,80.383303,6.325736,202.809951,rice
91,67,48,27.145186,80.810582,5.780882,117.664506,banana
71,37,38,23.836449,83.081499,6.679442,190.69256,jute
95,81,40,29.458361,73.223426,6.115906,98.469283,banana
16,53,18,27.316107,48.420258,5.633613,130.085079,pigeonpeas
17,18,15,21.799695,94.62809,6.587966,158.915391,orange
48,63,80,17.415059,13.039932,7.055292,80.444448,chickpea
107,14,52,22.466081,86.728362,7.281224,41.051436,watermelon
18,59,16,24.669054,70.761295,6.826589,33.908013,lentil
66,56,36,24.222183,87.351701,6.25114,156.825129,jute
19,74,12,21.434963,74.776627,6.655296,57.359478,lentil
21,121,209,22.384033,91.848076,6.257784,119.687495,apple
111,33,28,28.402178,64.380347,6.88492,165.014519,coffee
17,50,25,27.306742,94.391757,6.489748,49.32407,mungbean
20,72,21,20.881392,16.694111,6.318927,122.54385,kidneybeans
79,36,41,20.94136,83.56849,6.989771,208.982286,jute
52,52,50,32.991563,95.752709,6.637105,141.821473,papaya
36,70,69,19.117119,16.90031,7.216753,79.071937,chickpea
21,16,9,21.372742,90.324066,7.17095,82.29279,orange
89,22,36,23.98696,91.808802,6.325945,37.851213,watermelon
97,18,51,27.994908,91.336391,6.05342,32.902893,muskmelon
71,51,22,23.251684,60.797559,6.031351,84.488919,maize
117,40,25,17.972787,77.444704,7.227325,75.588585,cotton
23,76,22,27.723322,59.567129,5.799875,125.362517,pigeonpeas
118,54,13,27.987157,84.608823,6.871746,77.769056,cotton
21,18,40,28.521523,96.001105,5.896916,163.913047,coconut
16,50,15,29.606778,85.864299,6.062098,53.206996,mungbean
19,69,15,23.324287,66.683665,6.446632,49.499237,lentil
89,27,21,31.348334,48.976243,6.803925,187.582607,coffee
18,51,26,25.985686,51.506964,6.83948,37.042108,mothbeans
89,34,48,24.392719,74.357083,6.60106,156.93508,jute
112,43,8,26.266378,84.204543,6.902183,57.086286,cotton
20,22,39,21.004801,95.109095,5.89492,115.771586,pomegranate
22,69,13,25.935663,45.355873,5.769112,157.516873,pigeonpeas
20,22,33,24.143492,89.491469,5.774276,145.681485,coconut
43,66,40,31.48247,93.869441,7.341138,135.948138,papaya
86,51,28,25.454842,76.235133,7.13883,138.865004,jute
26,38,30,23.526689,57.620995,5.583849,82.977741,mango
76,65,28,23.690809,65.504028,6.348013,97.270359,maize
76,42,44,24.810161,73.504025,5.927419,146.775918,jute
117,39,12,18.663906,79.444099,6.7276,69.860935,cotton
101,21,37,26.415379,87.423998,5.676336,58.985013,watermelon
25,74,22,27.737466,51.362784,5.028931,143.422332,pigeonpeas
101,17,34,24.58975,45.95778,6.474318,144.748117,coffee
16,15,38,22.570126,93.060698,6.474441,107.322496,pomegranate
108,25,33,26.250187,58.560963,6.599297,143.049246,coffee
18,48,18,30.792055,74.649974,6.693356,47.941812,mungbean
42,47,49,33.233846,90.730939,6.666636,120.944473,papaya
107,23,27,26.468527,79.393403,6.699644,52.279272,watermelon
28,54,25,26.654397,53.631521,5.976523,134.336876,pigeonpeas
99,22,36,23.999555,82.889228,6.347348,58.401257,watermelon
75,41,22,20.35383,65.425449,6.296352,106.717911,maize
20,24,39,34.022714,54.912074,5.669354,124.780706,mango
24,115,192,24.928394,83.641533,6.385867,67.826999,grapes
17,59,19,26.724461,89.990528,6.585282,56.595149,mungbean
85,48,16,24.345558,68.347883,6.658077,97.703436,maize
36,54,29,32.205081,61.325883,7.008969,73.009581,blackgram
19,119,209,22.886858,88.994539,5.743108,146.563598,apple
115,42,11,24.746183,80.844433,6.293954,86.799111,cotton
15,15,32,22.922662,92.866512,5.825037,97.896022,pomegranate
93,53,17,27.993271,60.354281,6.596838,90.985852,maize
21,7,9,19.440994,87.666786,6.925134,135.52528,orange
18,54,28,24.377805,60.807201,7.066721,57.671208,lentil
20,21,28,32.088108,95.201282,6.224714,196.130996,coconut
36,63,89,14.628652,26.413246,7.722423,84.348584,chickpea
35,62,76,16.208258,14.542226,7.109512,94.115838,chickpea
40,60,18,26.705107,74.179374,6.77855,62.133367,blackgram
20,89,21,24.991891,48.427215,5.089501,147.388005,pigeonpeas
89,43,15,23.778539,60.782216,6.553173,89.05846,maize
24,115,204,21.685716,79.500662,5.459485,80.982268,grapes
36,75,79,19.437185,21.585405,7.503134,89.074441,chickpea
85,17,59,28.330246,87.077009,6.835978,38.485614,muskmelon
17,91,14,22.657098,61.907642,6.997254,41.297967,lentil
43,72,71,21.071964,15.39211,7.623223,86.50931,chickpea
104,20,47,27.386329,88.78674,6.643567,16.681654,muskmelon
50,50,52,32.934002,94.136274,6.682858,144.485474,papaya
16,15,1,23.473807,94.309098,7.670255,106.120104,orange
40,71,20,27.640055,66.276475,6.470525,68.972991,blackgram
41,69,29,32.89538,80.425174,6.367485,133.181021,papaya
101,42,31,26.990594,61.528142,6.694873,191.34973,coffee
22,23,25,27.05529,51.124191,5.766921,112.042871,mango
18,26,17,25.787856,91.177365,7.970471,117.36704,orange
105,17,40,27.914548,91.614152,5.789607,17.152426,muskmelon
22,72,14,19.611839,21.842771,5.846201,110.007899,kidneybeans
23,130,214,20.194008,78.994618,6.508037,71.96679,grapes
41,55,56,37.353294,94.069788,7.167489,138.09385,papaya
19,71,14,27.746513,77.248223,7.057165,61.904036,lentil
22,144,208,20.563492,87.956147,5.6195,132.522774,apple
18,55,20,29.290842,82.169724,6.464267,44.413614,mungbean
87,43,43,23.004873,80.437081,6.496785,178.601593,rice
17,60,21,29.771936,82.711696,6.212286,43.305502,mungbean
14,11,19,24.01902,99.9,7.331639,95.163137,orange
28,140,199,24.441723,83.182662,6.06132,42.61513,grapes
73,42,47,23.800891,81.491023,6.762232,148.231141,jute
22,127,210,22.183589,89.14911,5.990517,152.271057,apple
24,16,31,29.692944,97.172059,6.114407,147.27051,coconut
19,20,38,35.398815,49.952511,6.663648,96.369721,mango
95,25,19,26.842566,49.171284,6.499896,173.70592,coffee
18,14,13,23.168434,94.939806,6.907253,103.159653,orange
119,54,15,20.576487,73.642722,6.431735,88.929849,cotton
20,46,26,29.774649,92.4652,6.142906,48.654494,mungbean
20,34,15,34.010435,84.777558,6.992384,42.493402,mungbean
27,124,188,25.141587,84.5404,6.060068,39.789051,grapes
19,65,16,21.588384,21.275103,5.640251,124.81956,kidneybeans
20,45,18,30.032486,81.839225,7.478078,30.789139,mungbean
106,24,50,28.266536,92.063113,6.549754,18.37365,muskmelon
91,19,70,29.699643,85.135439,6.355508,25.979927,muskmelon
41,62,17,27.821074,72.71547,6.782218,85.433067,blackgram
26,123,203,23.77191,84.502338,5.810691,65.391307,grapes
50,44,53,35.245457,92.090859,7.649787,129.341298,papaya
15,17,34,23.637913,88.697465,5.847592,115.833251,pomegranate
101,15,46,22.190428,84.108183,6.308013,45.84019,watermelon
109,19,68,26.668837,96.390292,5.975382,26.258773,muskmelon
91,15,54,32.808185,95.521618,6.689056,29.246413,muskmelon
95,13,52,26.352739,89.124316,6.961165,40.205192,muskmelon
82,53,42,23.227626,79.19297,7.079128,140.424555,jute
26,139,192,22.66453,88.724667,5.826966,101.908135,apple
19,22,0,23.819774,95.370955,7.458785,108.702571,orange
100,21,54,24.729504,79.464157,6.610001,36.07898,watermelon
114,23,33,23.203394,59.465059,7.096133,153.637436,coffee
103,27,20,24.764153,52.020699,6.533136,159.830581,coffee
21,18,15,26.525738,92.998654,7.439786,102.966796,orange
97,70,65,25.880654,83.054585,6.323826,93.89439,banana
43,76,22,30.246237,60.010726,6.898886,61.602915,blackgram
21,100,195,24.127806,90.738422,5.713509,92.170941,apple
29,15,28,25.860586,92.91009,6.709637,199.509242,coconut
47,60,39,36.88984,92.350894,6.813571,131.459911,papaya
24,31,12,29.191841,55.866311,5.860663,79.643661,mango
104,104,35,28.964055,76.753531,5.892033,100.042398,banana
19,45,14,25.855532,56.486219,6.679779,54.163583,mothbeans
21,3,11,19.488721,95.085281,7.589799,91.475218,orange
52,60,49,36.290297,94.019765,6.364537,129.381823,papaya
120,51,14,24.55164,86.687704,7.129463,80.866312,cotton
81,44,49,19.723545,86.666027,6.898434,173.798293,rice
67,85,50,24.038259,81.638907,6.090301,116.792785,banana
23,43,8,27.375559,59.180842,7.115052,55.281862,mothbeans
22,85,17,24.719143,62.801369,6.900791,61.328734,lentil
118,19,30,31.133447,97.458518,6.356286,30.738108,muskmelon
14,14,48,25.463974,98.243408,5.56562,188.726129,coconut
108,82,51,25.731457,73.529311,5.994457,123.099241,banana
40,57,82,17.597286,15.41415,7.534546,99.574246,chickpea
12,65,21,17.797972,23.545293,5.818212,131.332135,kidneybeans
21,68,18,22.757614,65.732919,7.195295,34.56661,lentil
21,74,16,17.693598,17.831822,5.705119,99.72118,kidneybeans
94,29,26,24.240854,56.449481,6.515723,176.090458,coffee
104,80,64,24.441608,80.958607,5.92601,121.265608,banana
91,15,61,28.15654,85.621073,6.474679,24.371293,muskmelon
19,22,42,15.667974,88.203444,7.098584,90.848173,pomegranate
20,141,194,21.754863,87.050045,5.996564,119.505034,apple
25,16,34,27.010831,94.901612,5.610591,171.458872,coconut
16,70,15,26.229649,66.208418,7.019381,38.174014,lentil
56,48,55,29.80532,92.042657,7.144819,131.969685,papaya
21,51,16,29.048788,61.377112,6.013272,56.027448,mothbeans
34,75,25,28.442691,64.334918,6.485476,65.558466,blackgram
19,23,24,24.71774,99.383945,6.278705,186.803006,coconut
34,72,88,20.337907,19.988143,6.997282,59.67284,chickpea
72,59,47,26.128073,89.244874,7.592938,170.618916,jute
50,45,56,31.475627,98.636729,6.680489,118.07213,papaya
18,56,20,21.904554,18.368975,6.507714,112.661881,kidneybeans
19,69,27,28.970899,54.214928,5.617784,131.215183,pigeonpeas
19,14,9,21.370672,91.060356,7.812463,91.746425,orange
21,80,24,20.929731,23.853154,5.917406,113.372093,kidneybeans
17,148,214,20.826722,94.991027,5.428571,141.086326,apple
15,26,24,32.408215,40.496969,5.938525,85.549274,mango
92,13,59,31.147587,96.897186,6.7096,25.741945,muskmelon
69,58,41,24.254956,85.690843,6.247953,169.366297,jute
17,27,36,33.051354,50.406,5.655,109.212679,mango
95,15,45,24.621172,74.118802,6.662014,42.544478,watermelon
74,38,39,25.132713,78.357096,6.601619,220.092271,rice
79,64,41,23.483628,78.689615,6.245827,206.398426,jute
18,35,28,31.027324,36.905065,5.721826,107.547262,mango
22,58,19,25.390067,46.673801,5.634554,139.447088,pigeonpeas
23,62,24,17.916132,25.56099,5.968736,113.298768,kidneybeans
42,54,16,29.041021,76.049158,6.790079,41.585078,blackgram
38,58,23,33.078378,76.019537,7.38958,65.628554,blackgram
100,77,45,25.248527,78.674177,5.051965,90.278727,banana
19,65,11,25.015202,76.653151,6.546512,38.269703,lentil
21,59,13,17.055282,26.450753,5.648295,128.005916,kidneybeans
113,72,58,26.533221,87.412779,5.753939,88.19014,banana
25,119,196,21.389155,82.507299,5.753463,72.651432,grapes
23,58,24,28.785908,59.977721,5.636125,163.246443,pigeonpeas
12,75,20,22.953088,76.69241,6.934807,35.638564,lentil
19,15,39,21.753925,93.505613,5.966984,105.969156,pomegranate
120,51,23,21.580714,81.063994,7.483664,76.889648,cotton
47,65,76,21.556388,18.66869,7.482355,113.475035,chickpea
70,47,21,23.403393,68.575366,6.945485,94.070686,maize
21,142,192,20.920783,89.595717,5.671229,129.306483,apple
33,69,24,28.948733,74.106685,7.417098,87.964794,blackgram
27,147,207,22.749372,92.390002,6.20552,105.166588,apple
16,32,29,31.371189,48.529762,6.109139,106.747398,mango
73,95,44,28.773135,83.364295,5.549321,118.209199,banana
23,120,201,23.723147,91.505323,6.048347,93.173312,apple
132,53,25,22.227258,84.119932,7.687381,69.670251,cotton
73,53,35,23.527895,84.319949,6.746302,199.991108,rice
43,75,18,28.157599,55.356182,6.62558,60.593453,blackgram
108,22,56,28.269223,93.664458,5.890006,23.929765,muskmelon
86,21,60,23.109699,90.530479,6.442567,55.185146,watermelon
98,34,27,23.780055,61.092377,6.358133,172.391006,coffee
93,20,45,28.417239,84.597015,6.768508,58.46024,watermelon
80,45,47,22.132282,77.116138,6.359997,168.030126,jute
41,70,76,20.073388,15.575289,7.648519,60.810305,chickpea
70,40,46,21.595795,76.286885,7.278729,181.099655,jute
20,39,15,26.560513,86.442141,6.449474,53.940639,mungbean
16,131,216,23.545843,83.209292,6.450239,63.93857,grapes
84,38,35,26.413285,75.805779,6.267137,145.532722,jute
21,64,25,30.788586,80.448526,7.005544,48.468932,mungbean
26,155,205,18.431337,90.067079,6.14513,104.57034,apple
17,143,200,19.479608,80.797303,6.085321,65.004286,grapes
23,22,36,28.533521,98.005927,5.36734,138.443369,coconut
20,51,26,25.534445,51.603364,6.590973,54.791531,mothbeans
81,48,10,20.251662,64.0473,5.816122,96.998575,maize
20,21,31,30.624623,98.392466,5.617402,131.12177,coconut
16,12,39,21.467886,88.456942,6.721158,91.985408,pomegranate
71,49,38,22.323297,74.747459,6.325967,202.141798,jute
92,68,32,27.338427,78.15228,5.328438,128.784529,banana
23,86,20,25.191863,39.706237,5.90319,171.077547,pigeonpeas
44,82,21,27.587938,64.458329,7.023133,92.818712,blackgram
66,51,41,24.075739,83.685793,6.12799,242.967611,rice
24,73,28,23.686754,45.853311,5.505879,163.429586,pigeonpeas
18,17,29,35.621379,55.0296,6.676167,108.235956,mango
18,15,34,17.511405,87.419403,6.736573,92.941771,pomegranate
21,143,191,22.399153,84.374158,5.901224,78.769344,grapes
13,138,198,24.869279,89.612331,5.818673,135.444067,apple
48,74,19,32.402032,56.924826,6.367718,41.864387,blackgram
18,8,6,26.258602,86.53568,6.999809,110.682878,orange
74,49,21,26.543633,64.437636,6.411609,97.15793,maize
118,29,28,27.208172,57.950082,7.547213,158.902187,coffee
101,19,57,30.282995,92.412758,6.441347,43.792868,muskmelon
19,82,21,21.095486,24.663697,6.068635,117.584108,kidneybeans
19,126,203,25.896417,86.483746,6.527851,68.988302,grapes
17,77,23,30.882435,43.730062,5.648797,153.628918,pigeonpeas
91,27,28,28.094846,63.071756,6.905306,158.926365,coffee
19,16,9,23.045458,97.647789,6.950181,86.745791,orange
106,71,46,27.391854,80.234961,6.199898,64.701975,banana
21,29,28,32.284406,48.172733,5.800893,90.880344,mango
17,144,198,23.993883,83.602567,5.584769,76.84534,grapes
19,71,31,23.949757,63.393435,6.946631,56.715159,lentil
